Timestamp,TaskID,WorkerID,Status,Duration(ms)
2025-08-06T07:21:18.319Z,0,worker-mdyqi9olwaggkgr92i,Assigned,
2025-08-06T07:21:18.334Z,1,worker-mdyqia85gbd4oh8wq99,Assigned,
2025-08-06T07:21:18.348Z,2,worker-mdx1ch51dq4eiwksxra,Assigned,
2025-08-06T07:21:18.362Z,3,worker-mdyqib20vb2ouoc7sg,Assigned,
2025-08-06T07:21:18.378Z,4,worker-mdyqi9ixbmhq4tzub5u,Assigned,
2025-08-06T07:21:18.393Z,5,worker-mdx1cfr1hv8jwsw7aa,Assigned,
2025-08-06T07:21:18.408Z,6,worker-mdyqibn9xzxg8qepa1k,Assigned,
2025-08-06T07:21:18.421Z,7,worker-mdyqifmqgvtorvwskku,Assigned,
2025-08-06T07:21:18.436Z,8,worker-mdyqiqj5521co0jmj5h,Assigned,
2025-08-06T07:21:18.451Z,9,worker-mdx1cw18y71uqtpye1a,Assigned,
2025-08-06T07:21:18.466Z,10,worker-mdyoc8ir45gtoycvyv3,Assigned,
2025-08-06T07:21:18.480Z,11,worker-mdyoc7x06ljci6iq5ao,Assigned,
2025-08-06T07:21:18.496Z,12,worker-mdyoc77v8og8iid2y02,Assigned,
2025-08-06T07:21:18.510Z,13,worker-mdyoc73418lboqq6zxs,Assigned,
2025-08-06T07:21:18.527Z,14,worker-mdzmzpkh0fzw59migtjh,Assigned,
2025-08-06T07:21:18.543Z,15,worker-mdzfd4wbfs1c8s1vjb8,Assigned,
2025-08-06T07:21:18.557Z,16,worker-mdzn1z3x5kwmiwa0t4p,Assigned,
2025-08-06T07:21:18.575Z,0,worker-mdyqi9olwaggkgr92i,Completed,0
2025-08-06T07:21:18.592Z,17,worker-mdyqi9olwaggkgr92i,Assigned,
2025-08-06T07:21:18.605Z,1,worker-mdyqia85gbd4oh8wq99,Completed,0
2025-08-06T07:21:18.619Z,18,worker-mdyqia85gbd4oh8wq99,Assigned,
2025-08-06T07:21:18.633Z,2,worker-mdx1ch51dq4eiwksxra,Completed,0
2025-08-06T07:21:18.647Z,19,worker-mdx1ch51dq4eiwksxra,Assigned,
2025-08-06T07:21:18.661Z,3,worker-mdyqib20vb2ouoc7sg,Completed,0
2025-08-06T07:21:18.675Z,20,worker-mdyqib20vb2ouoc7sg,Assigned,
2025-08-06T07:21:18.688Z,4,worker-mdyqi9ixbmhq4tzub5u,Completed,0
2025-08-06T07:21:18.702Z,21,worker-mdyqi9ixbmhq4tzub5u,Assigned,
2025-08-06T07:21:18.717Z,5,worker-mdx1cfr1hv8jwsw7aa,Completed,0
2025-08-06T07:21:18.731Z,22,worker-mdx1cfr1hv8jwsw7aa,Assigned,
2025-08-06T07:21:18.745Z,6,worker-mdyqibn9xzxg8qepa1k,Completed,0
2025-08-06T07:21:18.760Z,23,worker-mdyqibn9xzxg8qepa1k,Assigned,
