Timestamp,TaskID,WorkerID,Status,Duration(ms)
2025-08-05T11:45:47.675Z,0,worker-mdyg1oqlt3xov0apns,Assigned,
2025-08-05T11:45:47.691Z,1,worker-mdyg1l5sh6qcaxv571,Assigned,
2025-08-05T11:45:47.708Z,2,worker-mdybssi77l71651hqfj,Assigned,
2025-08-05T11:45:47.725Z,3,worker-mdyg2clhuhz1mpze229,Assigned,
2025-08-05T11:45:47.741Z,4,worker-mdye75yf5f9g26gd8o4,Assigned,
2025-08-05T11:45:47.758Z,5,worker-mdyg2kh5ptst9bgfb8,Assigned,
2025-08-05T11:45:47.775Z,6,worker-mdygfaxzqmsp0gd7tde,Assigned,
2025-08-05T11:45:47.792Z,7,worker-mdyg0ijsue6vk4ef44o,Assigned,
2025-08-05T11:45:47.808Z,8,worker-mdygvf7f26sjzgqxs4b,Assigned,
2025-08-05T11:45:47.825Z,9,worker-mdygwgexaa9lasxx7nu,Assigned,
2025-08-05T11:45:47.841Z,10,worker-mdx1cfr1hv8jwsw7aa,Assigned,
2025-08-05T11:45:47.856Z,11,worker-mdygx836equg5wfkxaf,Assigned,
2025-08-05T11:45:47.876Z,12,worker-mdx1cw18y71uqtpye1a,Assigned,
2025-08-05T11:45:47.912Z,13,worker-mdybt3uins0trow4d57,Assigned,
2025-08-05T11:45:47.930Z,14,worker-mdyggzl38lab4wdmwzo,Assigned,
2025-08-05T11:45:47.945Z,15,worker-mdyg2j1qpu2y7da7qpg,Assigned,
2025-08-05T11:45:47.961Z,16,worker-mdyg1i7lctd7dixnpov,Assigned,
2025-08-05T11:45:47.977Z,17,worker-mdyg2bbf6bsqh56pu47,Assigned,
2025-08-05T11:45:47.993Z,18,worker-mdybswun9j2maja70qj,Assigned,
2025-08-05T11:45:48.010Z,19,worker-mdyggvm12nu1i1gd39x,Assigned,
2025-08-05T11:45:48.026Z,20,worker-mdyg2hzkzgow1zkwa4,Assigned,
2025-08-05T11:45:48.041Z,21,worker-mdyg1jm5hj37iat0x6j,Assigned,
2025-08-05T11:45:48.056Z,22,worker-mdyg29csmohq6skqlzb,Assigned,
2025-08-05T11:45:48.072Z,23,worker-mdyg1glrekorrouwb2p,Assigned,
2025-08-05T11:45:48.089Z,24,worker-mdyg2a1t7ttyg7o4anl,Assigned,
2025-08-05T11:45:48.107Z,25,worker-mdx1ch51dq4eiwksxra,Assigned,
2025-08-05T11:45:48.122Z,26,worker-mdyg1f0zmeyjnt0gei,Assigned,
2025-08-05T11:45:48.137Z,0,worker-mdyg1oqlt3xov0apns,Completed,0
2025-08-05T11:45:48.153Z,27,worker-mdyg1oqlt3xov0apns,Assigned,
2025-08-05T11:45:48.168Z,1,worker-mdyg1l5sh6qcaxv571,Completed,0
2025-08-05T11:45:48.184Z,28,worker-mdyg1l5sh6qcaxv571,Assigned,
2025-08-05T11:45:48.200Z,3,worker-mdyg2clhuhz1mpze229,Completed,0
2025-08-05T11:45:48.215Z,29,worker-mdyg2clhuhz1mpze229,Assigned,
2025-08-05T11:45:48.230Z,2,worker-mdybssi77l71651hqfj,Completed,0
2025-08-05T11:45:48.247Z,30,worker-mdybssi77l71651hqfj,Assigned,
2025-08-05T11:45:48.263Z,4,worker-mdye75yf5f9g26gd8o4,Completed,0
2025-08-05T11:45:48.278Z,31,worker-mdye75yf5f9g26gd8o4,Assigned,
2025-08-05T11:45:48.294Z,5,worker-mdyg2kh5ptst9bgfb8,Completed,0
2025-08-05T11:45:48.309Z,32,worker-mdyg2kh5ptst9bgfb8,Assigned,
2025-08-05T11:45:48.325Z,10,worker-mdx1cfr1hv8jwsw7aa,Completed,0
2025-08-05T11:45:48.342Z,33,worker-mdx1cfr1hv8jwsw7aa,Assigned,
2025-08-05T11:45:48.358Z,6,worker-mdygfaxzqmsp0gd7tde,Completed,0
2025-08-05T11:45:48.374Z,34,worker-mdygfaxzqmsp0gd7tde,Assigned,
2025-08-05T11:45:48.390Z,8,worker-mdygvf7f26sjzgqxs4b,Completed,0
2025-08-05T11:45:48.406Z,35,worker-mdygvf7f26sjzgqxs4b,Assigned,
2025-08-05T11:45:48.427Z,12,worker-mdx1cw18y71uqtpye1a,Completed,0
2025-08-05T11:45:48.444Z,36,worker-mdx1cw18y71uqtpye1a,Assigned,
2025-08-05T11:45:48.459Z,16,worker-mdyg1i7lctd7dixnpov,Completed,0
2025-08-05T11:45:48.475Z,37,worker-mdyg1i7lctd7dixnpov,Assigned,
2025-08-05T11:45:48.491Z,7,worker-mdyg0ijsue6vk4ef44o,Completed,0
2025-08-05T11:45:48.506Z,38,worker-mdyg0ijsue6vk4ef44o,Assigned,
2025-08-05T11:45:48.521Z,14,worker-mdyggzl38lab4wdmwzo,Completed,0
2025-08-05T11:45:48.537Z,39,worker-mdyggzl38lab4wdmwzo,Assigned,
2025-08-05T11:45:48.551Z,9,worker-mdygwgexaa9lasxx7nu,Completed,0
2025-08-05T11:45:48.566Z,40,worker-mdygwgexaa9lasxx7nu,Assigned,
2025-08-05T11:45:48.581Z,13,worker-mdybt3uins0trow4d57,Completed,0
2025-08-05T11:45:48.596Z,41,worker-mdybt3uins0trow4d57,Assigned,
2025-08-05T11:45:48.612Z,17,worker-mdyg2bbf6bsqh56pu47,Completed,0
2025-08-05T11:45:48.628Z,42,worker-mdyg2bbf6bsqh56pu47,Assigned,
2025-08-05T11:45:48.644Z,21,worker-mdyg1jm5hj37iat0x6j,Completed,0
2025-08-05T11:45:48.659Z,43,worker-mdyg1jm5hj37iat0x6j,Assigned,
2025-08-05T11:45:48.675Z,18,worker-mdybswun9j2maja70qj,Completed,1
2025-08-05T11:45:48.690Z,44,worker-mdybswun9j2maja70qj,Assigned,
2025-08-05T11:45:48.705Z,15,worker-mdyg2j1qpu2y7da7qpg,Completed,0
2025-08-05T11:45:48.720Z,45,worker-mdyg2j1qpu2y7da7qpg,Assigned,
2025-08-05T11:45:48.735Z,23,worker-mdyg1glrekorrouwb2p,Completed,0
2025-08-05T11:45:48.751Z,46,worker-mdyg1glrekorrouwb2p,Assigned,
2025-08-05T11:45:48.766Z,19,worker-mdyggvm12nu1i1gd39x,Completed,0
2025-08-05T11:45:48.782Z,47,worker-mdyggvm12nu1i1gd39x,Assigned,
2025-08-05T11:45:48.797Z,26,worker-mdyg1f0zmeyjnt0gei,Completed,0
2025-08-05T11:45:48.812Z,48,worker-mdyg1f0zmeyjnt0gei,Assigned,
2025-08-05T11:45:48.827Z,22,worker-mdyg29csmohq6skqlzb,Completed,0
2025-08-05T11:45:48.843Z,49,worker-mdyg29csmohq6skqlzb,Assigned,
2025-08-05T11:45:48.858Z,25,worker-mdx1ch51dq4eiwksxra,Completed,0
2025-08-05T11:45:48.873Z,50,worker-mdx1ch51dq4eiwksxra,Assigned,
2025-08-05T11:45:48.895Z,24,worker-mdyg2a1t7ttyg7o4anl,Completed,0
2025-08-05T11:45:48.910Z,51,worker-mdyg2a1t7ttyg7o4anl,Assigned,
2025-08-05T11:45:48.925Z,20,worker-mdyg2hzkzgow1zkwa4,Completed,0
2025-08-05T11:45:48.940Z,52,worker-mdyg2hzkzgow1zkwa4,Assigned,
2025-08-05T11:45:48.955Z,27,worker-mdyg1oqlt3xov0apns,Completed,0
2025-08-05T11:45:48.970Z,53,worker-mdyg1oqlt3xov0apns,Assigned,
2025-08-05T11:45:48.985Z,28,worker-mdyg1l5sh6qcaxv571,Completed,0
2025-08-05T11:45:49.002Z,54,worker-mdyg1l5sh6qcaxv571,Assigned,
2025-08-05T11:45:49.017Z,37,worker-mdyg1i7lctd7dixnpov,Completed,0
2025-08-05T11:45:49.035Z,55,worker-mdyg1i7lctd7dixnpov,Assigned,
2025-08-05T11:45:49.051Z,40,worker-mdygwgexaa9lasxx7nu,Completed,0
2025-08-05T11:45:49.068Z,56,worker-mdygwgexaa9lasxx7nu,Assigned,
